frontend_question_id,question__title,question__title_slug,difficulty,paid_only
1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,3,False
1705,Maximum Number of Eaten Apples,maximum-number-of-eaten-apples,2,False
1704,Determine if String Halves Are Alike,determine-if-string-halves-are-alike,1,False
1682,Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,2,True
1719,Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,3,False
1718,Construct the Lexicographically Largest Valid Sequence,construct-the-lexicographically-largest-valid-sequence,2,False
1717,Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,2,False
1716,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,1,False
1676,Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,2,True
1697,Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,3,False
1696,Jump Game VI,jump-game-vi,2,False
1695,Maximum Erasure Value,maximum-erasure-value,2,False
1694,Reformat Phone Number,reformat-phone-number,1,False
1666,Change the Root of a Binary Tree,change-the-root-of-a-binary-tree,2,True
1714,Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array,3,True
1690,Stone Game VII,stone-game-vii,2,False
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,2,False
1688,Count of Matches in Tournament,count-of-matches-in-tournament,1,False
1703,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,3,False
1702,Maximum Binary String After Change,maximum-binary-string-after-change,2,False
1701,Average Waiting Time,average-waiting-time,2,False
1700,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,1,False
1680,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,2,False
1681,Minimum Incompatibility,minimum-incompatibility,3,False
1679,Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,2,False
1678,Goal Parser Interpretation,goal-parser-interpretation,1,False
1660,Correct a Binary Tree,correct-a-binary-tree,2,True
1675,Minimize Deviation in Array,minimize-deviation-in-array,3,False
1674,Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,2,False
1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,2,False
1672,Richest Customer Wealth,richest-customer-wealth,1,False
1650,Lowest Common Ancestor of a Binary Tree III,lowest-common-ancestor-of-a-binary-tree-iii,2,True
1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,3,False
1686,Stone Game VI,stone-game-vi,2,False
1685,Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,2,False
1684,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,1,False
1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,3,False
1664,Ways to Make a Fair Array,ways-to-make-a-fair-array,2,False
1663,Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,2,False
1662,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,1,False
1644,Lowest Common Ancestor of a Binary Tree II,lowest-common-ancestor-of-a-binary-tree-ii,2,True
1659,Maximize Grid Happiness,maximize-grid-happiness,3,False
1657,Determine if Two Strings Are Close,determine-if-two-strings-are-close,2,False
1658,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,2,False
1656,Design an Ordered Stream,design-an-ordered-stream,1,False
1634,Add Two Polynomials Represented as Linked Lists,add-two-polynomials-represented-as-linked-lists,2,True
1649,Create Sorted Array through Instructions,create-sorted-array-through-instructions,3,False
1648,Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls,2,False
1647,Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,2,False
1646,Get Maximum in Generated Array,get-maximum-in-generated-array,1,False
1628,Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function,2,True
1670,Design Front Middle Back Queue,design-front-middle-back-queue,2,False
1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,3,False
1669,Merge In Between Linked Lists,merge-in-between-linked-lists,2,False
1668,Maximum Repeating Substring,maximum-repeating-substring,1,False
1642,Furthest Building You Can Reach,furthest-building-you-can-reach,2,False
1641,Count Sorted Vowel Strings,count-sorted-vowel-strings,2,False
1640,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,1,False
1655,Distribute Repeating Integers,distribute-repeating-integers,3,False
1654,Minimum Jumps to Reach Home,minimum-jumps-to-reach-home,2,False
1653,Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced,2,False
1652,Defuse the Bomb,defuse-the-bomb,1,False
1631,Path With Minimum Effort,path-with-minimum-effort,2,False
1630,Arithmetic Subarrays,arithmetic-subarrays,2,False
1629,Slowest Key,slowest-key,1,False
1612,Check If Two Expression Trees are Equivalent,check-if-two-expression-trees-are-equivalent,2,True
1626,Best Team With No Conflicts,best-team-with-no-conflicts,2,False
1625,Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations,2,False
1624,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,1,False
1602,Find Nearest Right Node in Binary Tree,find-nearest-right-node-in-binary-tree,2,True
1639,Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,3,False
1638,Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character,2,False
1637,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,1,False
1636,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,1,False
1617,Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,3,False
1616,Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome,2,False
1615,Maximal Network Rank,maximal-network-rank,2,False
1614,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,1,False
1597,Build Binary Expression Tree From Infix Expression,build-binary-expression-tree-from-infix-expression,3,True
1610,Maximum Number of Visible Points,maximum-number-of-visible-points,3,False
1611,Minimum One Bit Operations to Make Integers Zero,minimum-one-bit-operations-to-make-integers-zero,3,False
1609,Even Odd Tree,even-odd-tree,2,False
1608,Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,1,False
1586,Binary Search Tree Iterator II,binary-search-tree-iterator-ii,2,True
1622,Fancy Sequence,fancy-sequence,3,False
1728,Cat and Mouse II,cat-and-mouse-ii,3,False
1620,Coordinate With Maximum Network Quality,coordinate-with-maximum-network-quality,2,False
1621,Number of Sets of K Non-Overlapping Line Segments,number-of-sets-of-k-non-overlapping-line-segments,2,False
1601,Maximum Number of Achievable Transfer Requests,maximum-number-of-achievable-transfer-requests,3,False
1600,Throne Inheritance,throne-inheritance,2,False
1599,Maximum Profit of Operating a Centennial Wheel,maximum-profit-of-operating-a-centennial-wheel,2,False
1598,Crawler Log Folder,crawler-log-folder,1,False
1580,Put Boxes Into the Warehouse II,put-boxes-into-the-warehouse-ii,2,True
1595,Minimum Cost to Connect Two Groups of Points,minimum-cost-to-connect-two-groups-of-points,3,False
1594,Maximum Non Negative Product in a Matrix,maximum-non-negative-product-in-a-matrix,2,False
1593,Split a String Into the Max Number of Unique Substrings,split-a-string-into-the-max-number-of-unique-substrings,2,False
1592,Rearrange Spaces Between Words,rearrange-spaces-between-words,1,False
1570,Dot Product of Two Sparse Vectors,dot-product-of-two-sparse-vectors,2,True
1605,Find Valid Matrix Given Row and Column Sums,find-valid-matrix-given-row-and-column-sums,2,False
1606,Find Servers That Handled Most Number of Requests,find-servers-that-handled-most-number-of-requests,3,False
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,2,False
1603,Design Parking System,design-parking-system,1,False
1585,Check If String Is Transformable With Substring Sort Operations,check-if-string-is-transformable-with-substring-sort-operations,3,False
1584,Min Cost to Connect All Points,min-cost-to-connect-all-points,2,False
1583,Count Unhappy Friends,count-unhappy-friends,2,False
1582,Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,1,False
1564,Put Boxes Into the Warehouse I,put-boxes-into-the-warehouse-i,2,True
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,remove-max-number-of-edges-to-keep-graph-fully-traversable,3,False
1578,Minimum Time to Make Rope Colorful,minimum-time-to-make-rope-colorful,2,False
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,2,False
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,1,False
1554,Strings Differ by One Character,strings-differ-by-one-character,2,True
1591,Strange Printer II,strange-printer-ii,3,False
1589,Maximum Sum Obtained of Any Permutation,maximum-sum-obtained-of-any-permutation,2,False
1590,Make Sum Divisible by P,make-sum-divisible-by-p,2,False
1588,Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,1,False
1569,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,3,False
1568,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,3,False
1567,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,2,False
1566,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,1,False
1548,The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,3,True
1563,Stone Game V,stone-game-v,3,False
1562,Find Latest Group of Size M,find-latest-group-of-size-m,2,False
1561,Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get,2,False
1560,Most Visited Sector in a Circular Track,most-visited-sector-in-a-circular-track,1,False
1538,Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,2,True
1575,Count All Possible Routes,count-all-possible-routes,3,False
1574,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,2,False
1573,Number of Ways to Split a String,number-of-ways-to-split-a-string,2,False
1572,Matrix Diagonal Sum,matrix-diagonal-sum,1,False
1553,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,3,False
1552,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,2,False
1551,Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,2,False
1533,Find the Index of the Large Integer,find-the-index-of-the-large-integer,2,True
1547,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,3,False
1542,Find Longest Awesome Substring,find-longest-awesome-substring,3,False
1545,Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,2,False
1544,Make The String Great,make-the-string-great,1,False
1522,Diameter of N-Ary Tree,diameter-of-n-ary-tree,2,True
1559,Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,2,False
1558,Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,2,False
1557,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,2,False
1556,Thousand Separator,thousand-separator,1,False
1537,Get the Maximum Score,get-the-maximum-score,3,False
1536,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,2,False
1535,Find the Winner of an Array Game,find-the-winner-of-an-array-game,2,False
1534,Count Good Triplets,count-good-triplets,1,False
1516,Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,3,True
1530,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,2,False
1529,Minimum Suffix Flips,minimum-suffix-flips,2,False
1528,Shuffle String,shuffle-string,1,False
1506,Find Root of N-Ary Tree,find-root-of-n-ary-tree,2,True
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,2,False
1541,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,2,False
1540,Can Convert String in K Moves,can-convert-string-in-k-moves,2,False
1539,Kth Missing Positive Number,kth-missing-positive-number,1,False
1521,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,3,False
1520,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,3,False
1519,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,2,False
1518,Water Bottles,water-bottles,1,False
1500,Design a File Sharing System,design-a-file-sharing-system,2,True
1515,Best Position for a Service Centre,best-position-for-a-service-centre,3,False
1531,String Compression II,string-compression-ii,3,False
1513,Number of Substrings With Only 1s,number-of-substrings-with-only-1s,2,False
1512,Number of Good Pairs,number-of-good-pairs,1,False
1490,Clone N-ary Tree,clone-n-ary-tree,2,True
1526,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,3,False
1525,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,2,False
1524,Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,2,False
1523,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,1,False
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,3,False
1504,Count Submatrices With All Ones,count-submatrices-with-all-ones,2,False
1503,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,2,False
1502,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,1,False
1485,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,2,True
1499,Max Value of Equation,max-value-of-equation,3,False
1498,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,2,False
1497,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,2,False
1496,Path Crossing,path-crossing,1,False
1474,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,1,True
1510,Stone Game IV,stone-game-iv,3,False
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,2,False
1508,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,2,False
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,3,False
1488,Avoid Flood in The City,avoid-flood-in-the-city,2,False
1487,Making File Names Unique,making-file-names-unique,2,False
1486,XOR Operation in an Array,xor-operation-in-an-array,1,False
1469,Find All The Lonely Nodes,find-all-the-lonely-nodes,1,True
1482,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,2,False
1481,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,2,False
1480,Running Sum of 1d Array,running-sum-of-1d-array,1,False
1494,Parallel Courses II,parallel-courses-ii,3,False
1493,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,2,False
1492,The kth Factor of n,the-kth-factor-of-n,2,False
1491,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,1,False
1473,Paint House III,paint-house-iii,3,False
1472,Design Browser History,design-browser-history,2,False
1471,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,2,False
1470,Shuffle the Array,shuffle-the-array,1,False
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,3,False
1466,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,2,False
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,2,False
1464,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,1,False
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,2,False
1476,Subrectangle Queries,subrectangle-queries,2,False
1478,Allocate Mailboxes,allocate-mailboxes,3,False
1475,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,1,False
1458,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,3,False
1457,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,2,False
1456,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,2,False
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,1,False
1453,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,3,False
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,2,False
1451,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,2,False
1450,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,1,False
1463,Cherry Pickup II,cherry-pickup-ii,3,False
1462,Course Schedule IV,course-schedule-iv,2,False
1461,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,2,False
1460,Make Two Arrays Equal by Reversing Subarrays,make-two-arrays-equal-by-reversing-subarrays,1,False
1444,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,3,False
1443,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,2,False
1442,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,2,False
1441,Build an Array With Stack Operations,build-an-array-with-stack-operations,2,False
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,3,False
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,2,False
1437,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,1,False
1436,Destination City,destination-city,1,False
1449,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,3,False
1448,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,2,False
1447,Simplified Fractions,simplified-fractions,2,False
1446,Consecutive Characters,consecutive-characters,1,False
1424,Diagonal Traverse II,diagonal-traverse-ii,2,False
1423,Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,2,False
1422,Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,1,False
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,3,False
1419,Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,2,False
1418,Display Table of Food Orders in a Restaurant,display-table-of-food-orders-in-a-restaurant,2,False
1417,Reformat The String,reformat-the-string,1,False
1434,Number of Ways to Wear Different Hats to Each Other,number-of-ways-to-wear-different-hats-to-each-other,3,False
1433,Check If a String Can Break Another String,check-if-a-string-can-break-another-string,2,False
1432,Max Difference You Can Get From Changing an Integer,max-difference-you-can-get-from-changing-an-integer,2,False
1431,Kids With the Greatest Number of Candies,kids-with-the-greatest-number-of-candies,1,False
1411,Number of Ways to Paint N × 3 Grid,number-of-ways-to-paint-n-3-grid,3,False
1410,HTML Entity Parser,html-entity-parser,2,False
1409,Queries on a Permutation With Key,queries-on-a-permutation-with-key,2,False
1408,String Matching in an Array,string-matching-in-an-array,1,False
1406,Stone Game III,stone-game-iii,3,False
1404,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,2,False
1403,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,1,False
1416,Restore The Array,restore-the-array,3,False
1415,The k-th Lexicographical String of All Happy Strings of Length n,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,2,False
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,2,False
1413,Minimum Value to Get Positive Step by Step Sum,minimum-value-to-get-positive-step-by-step-sum,1,False
1397,Find All Good Strings,find-all-good-strings,3,False
1396,Design Underground System,design-underground-system,2,False
1395,Count Number of Teams,count-number-of-teams,2,False
1394,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,1,False
1392,Longest Happy Prefix,longest-happy-prefix,3,False
1391,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,2,False
1389,Create Target Array in the Given Order,create-target-array-in-the-given-order,1,False
1402,Reducing Dishes,reducing-dishes,3,False
1400,Construct K Palindrome Strings,construct-k-palindrome-strings,2,False
1401,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,2,False
1399,Count Largest Group,count-largest-group,1,False
1383,Maximum Performance of a Team,maximum-performance-of-a-team,3,False
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,1,False
1381,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,2,False
1380,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,1,False
1377,Frog Position After T Seconds,frog-position-after-t-seconds,3,False
1376,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,2,False
1375,Number of Times Binary String Is Prefix-Aligned,number-of-times-binary-string-is-prefix-aligned,2,False
1374,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,1,False
1388,Pizza With 3n Slices,pizza-with-3n-slices,3,False
1387,Sort Integers by The Power Value,sort-integers-by-the-power-value,2,False
1386,Cinema Seat Allocation,cinema-seat-allocation,2,False
1385,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,1,False
1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,3,False
1367,Linked List in Binary Tree,linked-list-in-binary-tree,2,False
1366,Rank Teams by Votes,rank-teams-by-votes,2,False
1365,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,1,False
1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,3,False
1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,2,False
1352,Product of the Last K Numbers,product-of-the-last-k-numbers,2,False
1351,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,1,False
1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,3,False
1372,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,2,False
1371,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,2,False
1370,Increasing Decreasing String,increasing-decreasing-string,1,False
1349,Maximum Students Taking Exam,maximum-students-taking-exam,3,False
1348,Tweet Counts Per Frequency,tweet-counts-per-frequency,2,False
1347,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,2,False
1346,Check If N and Its Double Exist,check-if-n-and-its-double-exist,1,False
1340,Jump Game V,jump-game-v,3,False
1339,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,2,False
1338,Reduce Array Size to The Half,reduce-array-size-to-the-half,2,False
1337,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,1,False
1359,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,3,False
1358,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,2,False
1357,Apply Discount Every n Orders,apply-discount-every-n-orders,2,False
1356,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,1,False
1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,3,False
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,2,False
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,2,False
1332,Remove Palindromic Subsequences,remove-palindromic-subsequences,1,False
1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,3,False
1325,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,2,False
1324,Print Words Vertically,print-words-vertically,2,False
1323,Maximum 69 Number,maximum-69-number,1,False
1345,Jump Game IV,jump-game-iv,3,False
1344,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,2,False
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,2,False
1342,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,1,False
1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,3,False
1319,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,2,False
1318,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,2,False
1317,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,1,False
1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,3,False
1311,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,2,False
1310,XOR Queries of a Subarray,xor-queries-of-a-subarray,2,False
1309,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,1,False
2227,Encrypt and Decrypt Strings,encrypt-and-decrypt-strings,3,False
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,2,True
2192,All Ancestors of a Node in a Directed Acyclic Graph,all-ancestors-of-a-node-in-a-directed-acyclic-graph,2,False
2269,Find the K-Beauty of a Number,find-the-k-beauty-of-a-number,1,False
1307,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,3,False
1306,Jump Game III,jump-game-iii,2,False
1305,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,2,False
1304,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,1,False
1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,3,False
1297,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,2,False
1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,2,False
1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,1,False
2263,Make Array Non-decreasing or Non-increasing,make-array-non-decreasing-or-non-increasing,3,True
2305,Fair Distribution of Cookies,fair-distribution-of-cookies,2,False
2229,Check if an Array Is Consecutive,check-if-an-array-is-consecutive,1,True
1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,3,False
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,2,False
1290,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,1,False
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,3,False
1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,2,False
1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,2,False
1281,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,1,False
1265,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,2,True
1278,Palindrome Partitioning III,palindrome-partitioning-iii,3,False
1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,2,False
